person_id,name,age,city,role
P08097,Person_08097,21,Rajkot,Associate
P08098,Person_08098,63,Vadodara,Suspect
P08099,Person_08099,56,Pune,Suspect
P08100,Person_08100,34,Bengaluru,Person of Interest
P08101,Person_08101,29,Pune,Suspect
P08102,Person_08102,56,Vadodara,Person of Interest
P08103,Person_08103,35,Rajkot,Associate
P08104,Person_08104,34,Kolkata,Associate
P08105,Person_08105,45,Pune,Suspect
P08106,Person_08106,51,Bengaluru,Person of Interest
P08107,Person_08107,40,Hyderabad,Suspect
P08108,Person_08108,44,Ahmedabad,Person of Interest
P08109,Person_08109,29,Bengaluru,Witness
P08110,Person_08110,48,Indore,Associate
P08111,Person_08111,37,Rajkot,Associate
P08112,Person_08112,32,Pune,Suspect
P08113,Person_08113,50,Delhi,Suspect
P08114,Person_08114,52,Rajkot,Associate
P08115,Person_08115,23,Vadodara,Suspect
P08116,Person_08116,57,Bengaluru,Suspect
P08117,Person_08117,60,Kolkata,Person of Interest
P08118,Person_08118,31,Pune,Person of Interest
P08119,Person_08119,50,Surat,Suspect
P08120,Person_08120,63,Surat,Suspect
P08121,Person_08121,37,Rajkot,Associate
P08122,Person_08122,50,Bengaluru,Suspect
P08123,Person_08123,39,Surat,Person of Interest
P08124,Person_08124,24,Kolkata,Person of Interest
P08125,Person_08125,23,Ahmedabad,Suspect
P08126,Person_08126,48,Bengaluru,Witness
P08127,Person_08127,46,Surat,Associate
P08128,Person_08128,63,Rajkot,Person of Interest
P08129,Person_08129,55,Rajkot,Associate
P08130,Person_08130,31,Jaipur,Suspect
P08131,Person_08131,40,Indore,Person of Interest
P08132,Person_08132,45,Hyderabad,Witness
P08133,Person_08133,50,Mumbai,Associate
P08134,Person_08134,54,Kolkata,Associate
P08135,Person_08135,50,Rajkot,Person of Interest
P08136,Person_08136,40,Surat,Suspect
P08137,Person_08137,27,Vadodara,Suspect
P08138,Person_08138,61,Rajkot,Suspect
P08139,Person_08139,37,Hyderabad,Person of Interest
P08140,Person_08140,38,Vadodara,Person of Interest
P08141,Person_08141,32,Mumbai,Person of Interest
P08142,Person_08142,62,Vadodara,Suspect
P08143,Person_08143,54,Vadodara,Associate
P08144,Person_08144,35,Surat,Person of Interest
P08145,Person_08145,44,Surat,Suspect
P08146,Person_08146,28,Vadodara,Person of Interest
P08147,Person_08147,46,Bengaluru,Suspect
P08148,Person_08148,55,Rajkot,Suspect
P08149,Person_08149,33,Indore,Suspect
P08150,Person_08150,34,Bengaluru,Associate
P08151,Person_08151,21,Rajkot,Witness
P08152,Person_08152,63,Bengaluru,Person of Interest
P08153,Person_08153,56,Kolkata,Suspect
P08154,Person_08154,43,Surat,Witness
P08155,Person_08155,31,Vadodara,Suspect
P08156,Person_08156,61,Ahmedabad,Person of Interest
P08157,Person_08157,51,Delhi,Suspect
P08158,Person_08158,23,Hyderabad,Suspect
P08159,Person_08159,32,Pune,Person of Interest
P08160,Person_08160,35,Mumbai,Suspect
P08161,Person_08161,31,Ahmedabad,Suspect
P08162,Person_08162,57,Delhi,Person of Interest
P08163,Person_08163,63,Rajkot,Suspect
P08164,Person_08164,40,Mumbai,Suspect
P08165,Person_08165,61,Bengaluru,Suspect
P08166,Person_08166,21,Rajkot,Suspect
P08167,Person_08167,32,Pune,Suspect
P08168,Person_08168,31,Pune,Suspect
P08169,Person_08169,42,Ahmedabad,Suspect
P08170,Person_08170,27,Pune,Associate
P08171,Person_08171,21,Delhi,Person of Interest
P08172,Person_08172,33,Bengaluru,Suspect
P08173,Person_08173,36,Rajkot,Suspect
P08174,Person_08174,58,Kolkata,Associate
P08175,Person_08175,25,Hyderabad,Suspect
P08176,Person_08176,45,Indore,Person of Interest
P08177,Person_08177,43,Rajkot,Suspect
P08178,Person_08178,29,Mumbai,Person of Interest
P08179,Person_08179,38,Jaipur,Associate
P08180,Person_08180,55,Bengaluru,Suspect
P08181,Person_08181,40,Hyderabad,Associate
P08182,Person_08182,38,Delhi,Suspect
P08183,Person_08183,48,Ahmedabad,Person of Interest
P08184,Person_08184,64,Jaipur,Suspect
P08185,Person_08185,45,Ahmedabad,Associate
P08186,Person_08186,52,Delhi,Associate
P08187,Person_08187,32,Surat,Suspect
P08188,Person_08188,32,Hyderabad,Person of Interest
P08189,Person_08189,34,Mumbai,Person of Interest
P08190,Person_08190,45,Vadodara,Suspect
P08191,Person_08191,43,Surat,Person of Interest
P08192,Person_08192,48,Ahmedabad,Suspect
P08193,Person_08193,60,Jaipur,Person of Interest
P08194,Person_08194,56,Ahmedabad,Associate
P08195,Person_08195,28,Jaipur,Suspect
P08196,Person_08196,64,Surat,Person of Interest
P08197,Person_08197,24,Jaipur,Suspect
P08198,Person_08198,55,Vadodara,Person of Interest
P08199,Person_08199,63,Rajkot,Suspect
P08200,Person_08200,41,Bengaluru,Suspect
P08201,Person_08201,62,Ahmedabad,Associate
P08202,Person_08202,26,Ahmedabad,Suspect
P08203,Person_08203,29,Indore,Person of Interest
P08204,Person_08204,62,Mumbai,Associate
P08205,Person_08205,27,Vadodara,Witness
P08206,Person_08206,43,Jaipur,Associate
P08207,Person_08207,28,Rajkot,Witness
P08208,Person_08208,45,Rajkot,Suspect
P08209,Person_08209,49,Rajkot,Person of Interest
P08210,Person_08210,45,Bengaluru,Suspect
P08211,Person_08211,54,Surat,Person of Interest
P08212,Person_08212,46,Kolkata,Suspect
P08213,Person_08213,21,Indore,Person of Interest
P08214,Person_08214,35,Hyderabad,Suspect
P08215,Person_08215,21,Kolkata,Person of Interest
P08216,Person_08216,45,Kolkata,Suspect
P08217,Person_08217,52,Ahmedabad,Suspect
P08218,Person_08218,37,Indore,Suspect
P08219,Person_08219,28,Mumbai,Associate
P08220,Person_08220,32,Hyderabad,Suspect
P08221,Person_08221,60,Hyderabad,Suspect
P08222,Person_08222,58,Vadodara,Suspect
P08223,Person_08223,29,Delhi,Suspect
P08224,Person_08224,60,Delhi,Associate
P08225,Person_08225,45,Kolkata,Suspect
P08226,Person_08226,42,Rajkot,Associate
P08227,Person_08227,46,Indore,Suspect
P08228,Person_08228,53,Rajkot,Associate
P08229,Person_08229,28,Surat,Person of Interest
P08230,Person_08230,49,Delhi,Suspect
P08231,Person_08231,33,Kolkata,Person of Interest
P08232,Person_08232,63,Ahmedabad,Associate
P08233,Person_08233,61,Delhi,Suspect
P08234,Person_08234,37,Vadodara,Witness
P08235,Person_08235,54,Rajkot,Associate
P08236,Person_08236,44,Delhi,Suspect
P08237,Person_08237,23,Ahmedabad,Associate
P08238,Person_08238,40,Rajkot,Person of Interest
P08239,Person_08239,22,Pune,Suspect
P08240,Person_08240,53,Rajkot,Suspect
P08241,Person_08241,40,Mumbai,Witness
P08242,Person_08242,21,Kolkata,Suspect
P08243,Person_08243,40,Pune,Associate
P08244,Person_08244,60,Jaipur,Suspect
P08245,Person_08245,61,Rajkot,Associate
P08246,Person_08246,25,Delhi,Suspect
P08247,Person_08247,57,Rajkot,Suspect
P08248,Person_08248,41,Jaipur,Associate
P08249,Person_08249,61,Hyderabad,Suspect
P08250,Person_08250,32,Delhi,Suspect
P08251,Person_08251,22,Jaipur,Person of Interest
P08252,Person_08252,60,Vadodara,Associate
P08253,Person_08253,45,Ahmedabad,Suspect
P08254,Person_08254,26,Surat,Person of Interest
P08255,Person_08255,55,Kolkata,Suspect
P08256,Person_08256,29,Vadodara,Associate
P08257,Person_08257,47,Bengaluru,Witness
P08258,Person_08258,25,Vadodara,Suspect
P08259,Person_08259,23,Delhi,Suspect
P08260,Person_08260,62,Surat,Suspect
P08261,Person_08261,51,Pune,Suspect
P08262,Person_08262,23,Kolkata,Suspect
P08263,Person_08263,33,Indore,Suspect
P08264,Person_08264,41,Indore,Suspect
P08265,Person_08265,33,Jaipur,Associate
P08266,Person_08266,49,Jaipur,Person of Interest
P08267,Person_08267,63,Hyderabad,Person of Interest
P08268,Person_08268,39,Hyderabad,Associate
P08269,Person_08269,34,Hyderabad,Suspect
P08270,Person_08270,28,Vadodara,Suspect
P08271,Person_08271,57,Rajkot,Associate
P08272,Person_08272,48,Indore,Associate
P08273,Person_08273,43,Mumbai,Associate
P08274,Person_08274,27,Hyderabad,Person of Interest
P08275,Person_08275,56,Bengaluru,Suspect
P08276,Person_08276,27,Indore,Person of Interest
P08277,Person_08277,55,Surat,Suspect
P08278,Person_08278,54,Mumbai,Witness
P08279,Person_08279,47,Surat,Associate
P08280,Person_08280,55,Pune,Associate
P08281,Person_08281,30,Bengaluru,Associate
P08282,Person_08282,58,Delhi,Suspect
P08283,Person_08283,21,Rajkot,Associate
P08284,Person_08284,61,Pune,Suspect
P08285,Person_08285,61,Vadodara,Suspect
P08286,Person_08286,41,Ahmedabad,Person of Interest
P08287,Person_08287,57,Rajkot,Suspect
P08288,Person_08288,38,Mumbai,Person of Interest
P08289,Person_08289,37,Kolkata,Person of Interest
P08290,Person_08290,64,Kolkata,Associate
P08291,Person_08291,60,Pune,Suspect
P08292,Person_08292,25,Indore,Associate
P08293,Person_08293,63,Kolkata,Associate
P08294,Person_08294,48,Surat,Suspect
P08295,Person_08295,50,Surat,Person of Interest
P08296,Person_08296,54,Vadodara,Suspect
P08297,Person_08297,33,Bengaluru,Suspect
P08298,Person_08298,33,Rajkot,Suspect
P08299,Person_08299,29,Surat,Person of Interest
P08300,Person_08300,63,Kolkata,Suspect
P08301,Person_08301,50,Mumbai,Person of Interest
P08302,Person_08302,41,Bengaluru,Associate
P08303,Person_08303,45,Mumbai,Person of Interest
P08304,Person_08304,43,Bengaluru,Associate
P08305,Person_08305,37,Kolkata,Associate
P08306,Person_08306,62,Indore,Associate
P08307,Person_08307,56,Ahmedabad,Suspect
P08308,Person_08308,56,Kolkata,Suspect
P08309,Person_08309,31,Kolkata,Suspect
P08310,Person_08310,29,Surat,Suspect
P08311,Person_08311,21,Jaipur,Associate
P08312,Person_08312,24,Ahmedabad,Suspect
P08313,Person_08313,39,Hyderabad,Associate
P08314,Person_08314,56,Pune,Suspect
P08315,Person_08315,52,Rajkot,Witness
P08316,Person_08316,32,Delhi,Suspect
P08317,Person_08317,51,Delhi,Associate
P08318,Person_08318,46,Kolkata,Associate
P08319,Person_08319,49,Kolkata,Suspect
P08320,Person_08320,21,Rajkot,Associate
P08321,Person_08321,23,Pune,Suspect
P08322,Person_08322,30,Hyderabad,Person of Interest
P08323,Person_08323,37,Hyderabad,Suspect
P08324,Person_08324,23,Kolkata,Suspect
P08325,Person_08325,62,Hyderabad,Associate
P08326,Person_08326,32,Bengaluru,Associate
P08327,Person_08327,50,Pune,Suspect
P08328,Person_08328,37,Jaipur,Person of Interest
P08329,Person_08329,63,Surat,Associate
P08330,Person_08330,33,Jaipur,Suspect
P08331,Person_08331,52,Rajkot,Associate
P08332,Person_08332,46,Hyderabad,Suspect
P08333,Person_08333,47,Pune,Suspect
P08334,Person_08334,33,Kolkata,Associate
P08335,Person_08335,48,Rajkot,Suspect
P08336,Person_08336,34,Indore,Associate
P08337,Person_08337,52,Hyderabad,Person of Interest
P08338,Person_08338,32,Mumbai,Suspect
P08339,Person_08339,57,Vadodara,Suspect
P08340,Person_08340,25,Ahmedabad,Suspect
P08341,Person_08341,38,Indore,Associate
P08342,Person_08342,52,Ahmedabad,Associate
P08343,Person_08343,49,Bengaluru,Person of Interest
P08344,Person_08344,59,Hyderabad,Suspect
P08345,Person_08345,35,Bengaluru,Associate
P08346,Person_08346,36,Bengaluru,Person of Interest
P08347,Person_08347,47,Indore,Suspect
P08348,Person_08348,45,Jaipur,Associate
P08349,Person_08349,50,Pune,Suspect
P08350,Person_08350,58,Kolkata,Suspect
P08351,Person_08351,21,Vadodara,Associate
P08352,Person_08352,30,Rajkot,Associate
P08353,Person_08353,63,Surat,Suspect
P08354,Person_08354,42,Ahmedabad,Suspect
P08355,Person_08355,26,Vadodara,Suspect
P08356,Person_08356,29,Bengaluru,Associate
P08357,Person_08357,62,Ahmedabad,Suspect
P08358,Person_08358,53,Ahmedabad,Suspect
P08359,Person_08359,33,Hyderabad,Suspect
P08360,Person_08360,41,Indore,Associate
P08361,Person_08361,43,Rajkot,Suspect
P08362,Person_08362,33,Mumbai,Person of Interest
P08363,Person_08363,64,Vadodara,Person of Interest
P08364,Person_08364,46,Jaipur,Person of Interest
P08365,Person_08365,57,Mumbai,Suspect
P08366,Person_08366,54,Mumbai,Person of Interest
P08367,Person_08367,37,Bengaluru,Person of Interest
P08368,Person_08368,57,Vadodara,Person of Interest
P08369,Person_08369,29,Pune,Suspect
P08370,Person_08370,35,Pune,Associate
P08371,Person_08371,21,Mumbai,Associate
P08372,Person_08372,35,Ahmedabad,Suspect
P08373,Person_08373,43,Indore,Suspect
P08374,Person_08374,50,Delhi,Associate
P08375,Person_08375,34,Pune,Associate
P08376,Person_08376,21,Ahmedabad,Suspect
P08377,Person_08377,47,Delhi,Suspect
P08378,Person_08378,39,Jaipur,Suspect
P08379,Person_08379,21,Kolkata,Suspect
P08380,Person_08380,57,Delhi,Associate
P08381,Person_08381,29,Indore,Suspect
P08382,Person_08382,62,Indore,Witness
P08383,Person_08383,25,Hyderabad,Associate
P08384,Person_08384,24,Pune,Associate
P08385,Person_08385,30,Mumbai,Suspect
P08386,Person_08386,29,Vadodara,Suspect
P08387,Person_08387,49,Mumbai,Associate
P08388,Person_08388,46,Surat,Person of Interest
P08389,Person_08389,63,Surat,Suspect
P08390,Person_08390,22,Vadodara,Witness
P08391,Person_08391,27,Ahmedabad,Suspect
P08392,Person_08392,57,Rajkot,Associate
P08393,Person_08393,43,Kolkata,Person of Interest
P08394,Person_08394,64,Jaipur,Associate
P08395,Person_08395,55,Kolkata,Person of Interest
P08396,Person_08396,23,Jaipur,Suspect
P08397,Person_08397,61,Indore,Suspect
P08398,Person_08398,35,Bengaluru,Suspect
P08399,Person_08399,53,Jaipur,Person of Interest
P08400,Person_08400,33,Delhi,Suspect
P08401,Person_08401,21,Mumbai,Suspect
P08402,Person_08402,48,Ahmedabad,Suspect
P08403,Person_08403,53,Delhi,Associate
P08404,Person_08404,40,Mumbai,Associate
P08405,Person_08405,22,Hyderabad,Suspect
P08406,Person_08406,48,Vadodara,Person of Interest
P08407,Person_08407,22,Rajkot,Suspect
P08408,Person_08408,35,Rajkot,Person of Interest
P08409,Person_08409,23,Jaipur,Person of Interest
P08410,Person_08410,40,Jaipur,Suspect
P08411,Person_08411,53,Vadodara,Associate
P08412,Person_08412,46,Mumbai,Associate
P08413,Person_08413,34,Mumbai,Associate
P08414,Person_08414,38,Delhi,Person of Interest
P08415,Person_08415,32,Vadodara,Witness
P08416,Person_08416,31,Mumbai,Suspect
P08417,Person_08417,43,Hyderabad,Suspect
P08418,Person_08418,40,Jaipur,Associate
P08419,Person_08419,39,Surat,Suspect
P08420,Person_08420,49,Delhi,Suspect
P08421,Person_08421,24,Ahmedabad,Suspect
P08422,Person_08422,30,Ahmedabad,Suspect
P08423,Person_08423,25,Surat,Associate
P08424,Person_08424,47,Surat,Person of Interest
P08425,Person_08425,41,Kolkata,Associate
P08426,Person_08426,35,Pune,Suspect
P08427,Person_08427,40,Indore,Suspect
P08428,Person_08428,39,Ahmedabad,Suspect
P08429,Person_08429,49,Surat,Suspect
P08430,Person_08430,58,Kolkata,Associate
P08431,Person_08431,58,Surat,Person of Interest
P08432,Person_08432,32,Delhi,Suspect
P08433,Person_08433,27,Indore,Suspect
P08434,Person_08434,23,Kolkata,Suspect
P08435,Person_08435,37,Kolkata,Associate
P08436,Person_08436,30,Indore,Person of Interest
P08437,Person_08437,24,Ahmedabad,Person of Interest
P08438,Person_08438,58,Delhi,Suspect
P08439,Person_08439,30,Surat,Suspect
P08440,Person_08440,42,Vadodara,Suspect
P08441,Person_08441,57,Mumbai,Suspect
P08442,Person_08442,43,Mumbai,Suspect
P08443,Person_08443,54,Delhi,Associate
P08444,Person_08444,59,Indore,Associate
P08445,Person_08445,57,Pune,Suspect
P08446,Person_08446,26,Mumbai,Suspect
P08447,Person_08447,33,Hyderabad,Suspect
P08448,Person_08448,62,Ahmedabad,Associate
P08449,Person_08449,36,Delhi,Associate
P08450,Person_08450,39,Kolkata,Person of Interest
P08451,Person_08451,51,Bengaluru,Associate
P08452,Person_08452,34,Delhi,Person of Interest
P08453,Person_08453,38,Mumbai,Associate
P08454,Person_08454,23,Delhi,Suspect
P08455,Person_08455,27,Delhi,Suspect
P08456,Person_08456,32,Kolkata,Person of Interest
P08457,Person_08457,25,Delhi,Person of Interest
P08458,Person_08458,50,Vadodara,Suspect
P08459,Person_08459,42,Kolkata,Person of Interest
P08460,Person_08460,60,Indore,Suspect
P08461,Person_08461,58,Jaipur,Suspect
P08462,Person_08462,36,Kolkata,Suspect
P08463,Person_08463,27,Jaipur,Person of Interest
P08464,Person_08464,24,Bengaluru,Suspect
P08465,Person_08465,41,Vadodara,Suspect
P08466,Person_08466,35,Rajkot,Associate
P08467,Person_08467,59,Rajkot,Associate
P08468,Person_08468,43,Delhi,Suspect
P08469,Person_08469,42,Ahmedabad,Associate
P08470,Person_08470,44,Bengaluru,Suspect
P08471,Person_08471,51,Kolkata,Suspect
P08472,Person_08472,24,Jaipur,Associate
P08473,Person_08473,57,Rajkot,Suspect
P08474,Person_08474,62,Rajkot,Suspect
P08475,Person_08475,56,Jaipur,Suspect
P08476,Person_08476,42,Rajkot,Associate
P08477,Person_08477,43,Rajkot,Associate
P08478,Person_08478,34,Kolkata,Suspect
P08479,Person_08479,23,Ahmedabad,Associate
P08480,Person_08480,36,Pune,Suspect
P08481,Person_08481,53,Vadodara,Suspect
P08482,Person_08482,35,Kolkata,Witness
P08483,Person_08483,63,Hyderabad,Witness
P08484,Person_08484,28,Surat,Person of Interest
P08485,Person_08485,42,Jaipur,Suspect
P08486,Person_08486,40,Kolkata,Associate
P08487,Person_08487,42,Bengaluru,Suspect
P08488,Person_08488,61,Surat,Suspect
P08489,Person_08489,38,Jaipur,Suspect
P08490,Person_08490,33,Kolkata,Suspect
P08491,Person_08491,39,Hyderabad,Person of Interest
P08492,Person_08492,59,Bengaluru,Person of Interest
P08493,Person_08493,46,Vadodara,Suspect
P08494,Person_08494,53,Indore,Person of Interest
P08495,Person_08495,56,Surat,Suspect
P08496,Person_08496,62,Kolkata,Suspect
P08497,Person_08497,57,Kolkata,Person of Interest
P08498,Person_08498,38,Mumbai,Associate
P08499,Person_08499,56,Hyderabad,Suspect
P08500,Person_08500,43,Rajkot,Suspect
P08501,Person_08501,61,Rajkot,Associate
P08502,Person_08502,26,Mumbai,Person of Interest
P08503,Person_08503,37,Jaipur,Suspect
P08504,Person_08504,40,Jaipur,Suspect
P08505,Person_08505,47,Delhi,Suspect
P08506,Person_08506,33,Jaipur,Associate
P08507,Person_08507,45,Bengaluru,Associate
P08508,Person_08508,29,Vadodara,Associate
P08509,Person_08509,27,Kolkata,Person of Interest
P08510,Person_08510,57,Surat,Suspect
P08511,Person_08511,49,Bengaluru,Witness
P08512,Person_08512,31,Hyderabad,Person of Interest
P08513,Person_08513,37,Delhi,Person of Interest
P08514,Person_08514,55,Hyderabad,Suspect
P08515,Person_08515,27,Kolkata,Suspect
P08516,Person_08516,47,Surat,Person of Interest
P08517,Person_08517,52,Jaipur,Associate
P08518,Person_08518,24,Jaipur,Associate
P08519,Person_08519,43,Hyderabad,Person of Interest
P08520,Person_08520,59,Kolkata,Associate
P08521,Person_08521,63,Delhi,Associate
P08522,Person_08522,35,Rajkot,Person of Interest
P08523,Person_08523,40,Delhi,Suspect
P08524,Person_08524,55,Rajkot,Associate
P08525,Person_08525,21,Jaipur,Associate
P08526,Person_08526,32,Surat,Person of Interest
P08527,Person_08527,50,Indore,Associate
P08528,Person_08528,60,Ahmedabad,Person of Interest
P08529,Person_08529,47,Vadodara,Associate
P08530,Person_08530,27,Indore,Suspect
P08531,Person_08531,63,Indore,Associate
P08532,Person_08532,26,Surat,Associate
P08533,Person_08533,38,Surat,Suspect
P08534,Person_08534,63,Surat,Person of Interest
P08535,Person_08535,29,Mumbai,Suspect
P08536,Person_08536,61,Jaipur,Associate
P08537,Person_08537,39,Surat,Suspect
P08538,Person_08538,24,Hyderabad,Suspect
P08539,Person_08539,51,Hyderabad,Suspect
P08540,Person_08540,56,Mumbai,Person of Interest
P08541,Person_08541,44,Vadodara,Person of Interest
P08542,Person_08542,45,Indore,Associate
P08543,Person_08543,24,Kolkata,Suspect
P08544,Person_08544,22,Ahmedabad,Witness
P08545,Person_08545,47,Bengaluru,Suspect
P08546,Person_08546,29,Hyderabad,Suspect
P08547,Person_08547,28,Delhi,Person of Interest
P08548,Person_08548,49,Pune,Person of Interest
P08549,Person_08549,61,Vadodara,Person of Interest
P08550,Person_08550,54,Ahmedabad,Suspect
P08551,Person_08551,33,Pune,Associate
P08552,Person_08552,56,Delhi,Suspect
P08553,Person_08553,25,Vadodara,Suspect
P08554,Person_08554,26,Pune,Person of Interest
P08555,Person_08555,44,Hyderabad,Suspect
P08556,Person_08556,24,Kolkata,Person of Interest
P08557,Person_08557,37,Bengaluru,Person of Interest
P08558,Person_08558,43,Kolkata,Associate
P08559,Person_08559,62,Hyderabad,Suspect
P08560,Person_08560,48,Delhi,Person of Interest
P08561,Person_08561,38,Kolkata,Suspect
P08562,Person_08562,42,Rajkot,Suspect
P08563,Person_08563,55,Kolkata,Witness
P08564,Person_08564,25,Vadodara,Suspect
P08565,Person_08565,61,Ahmedabad,Suspect
P08566,Person_08566,29,Ahmedabad,Person of Interest
P08567,Person_08567,27,Rajkot,Associate
P08568,Person_08568,61,Vadodara,Suspect
P08569,Person_08569,47,Surat,Person of Interest
P08570,Person_08570,62,Bengaluru,Suspect
P08571,Person_08571,63,Rajkot,Associate
P08572,Person_08572,58,Bengaluru,Associate
P08573,Person_08573,51,Vadodara,Suspect
P08574,Person_08574,62,Surat,Witness
P08575,Person_08575,26,Rajkot,Witness
P08576,Person_08576,35,Vadodara,Suspect
P08577,Person_08577,55,Kolkata,Associate
P08578,Person_08578,38,Vadodara,Witness
P08579,Person_08579,41,Jaipur,Associate
P08580,Person_08580,51,Vadodara,Witness
P08581,Person_08581,43,Delhi,Associate
P08582,Person_08582,50,Mumbai,Associate
P08583,Person_08583,33,Surat,Suspect
P08584,Person_08584,55,Indore,Suspect
P08585,Person_08585,33,Kolkata,Suspect
P08586,Person_08586,45,Jaipur,Suspect
P08587,Person_08587,54,Mumbai,Suspect
P08588,Person_08588,27,Rajkot,Suspect
P08589,Person_08589,52,Pune,Suspect
P08590,Person_08590,31,Indore,Suspect
P08591,Person_08591,49,Delhi,Associate
P08592,Person_08592,53,Vadodara,Witness
P08593,Person_08593,39,Bengaluru,Witness
P08594,Person_08594,57,Ahmedabad,Person of Interest
P08595,Person_08595,54,Bengaluru,Person of Interest
P08596,Person_08596,46,Hyderabad,Suspect
P08597,Person_08597,59,Bengaluru,Person of Interest
P08598,Person_08598,46,Hyderabad,Associate
P08599,Person_08599,29,Vadodara,Suspect
P08600,Person_08600,33,Hyderabad,Associate
P08601,Person_08601,27,Indore,Suspect
P08602,Person_08602,28,Kolkata,Witness
P08603,Person_08603,41,Indore,Person of Interest
P08604,Person_08604,64,Surat,Associate
P08605,Person_08605,30,Kolkata,Person of Interest
P08606,Person_08606,52,Mumbai,Witness
P08607,Person_08607,45,Kolkata,Suspect
P08608,Person_08608,64,Ahmedabad,Suspect
P08609,Person_08609,35,Ahmedabad,Associate
P08610,Person_08610,21,Rajkot,Suspect
P08611,Person_08611,51,Pune,Suspect
P08612,Person_08612,35,Rajkot,Suspect
P08613,Person_08613,31,Pune,Suspect
P08614,Person_08614,26,Kolkata,Suspect
P08615,Person_08615,64,Rajkot,Suspect
P08616,Person_08616,44,Surat,Associate
P08617,Person_08617,57,Pune,Person of Interest
P08618,Person_08618,44,Kolkata,Suspect
P08619,Person_08619,28,Delhi,Associate
P08620,Person_08620,52,Surat,Suspect
P08621,Person_08621,22,Indore,Suspect
P08622,Person_08622,60,Rajkot,Person of Interest
P08623,Person_08623,31,Ahmedabad,Suspect
P08624,Person_08624,63,Bengaluru,Person of Interest
P08625,Person_08625,56,Vadodara,Suspect
P08626,Person_08626,59,Vadodara,Associate
P08627,Person_08627,43,Delhi,Suspect
P08628,Person_08628,62,Rajkot,Suspect
P08629,Person_08629,43,Rajkot,Person of Interest
P08630,Person_08630,26,Delhi,Suspect
P08631,Person_08631,62,Indore,Suspect
P08632,Person_08632,37,Rajkot,Person of Interest
P08633,Person_08633,39,Indore,Suspect
P08634,Person_08634,55,Delhi,Person of Interest
P08635,Person_08635,34,Vadodara,Person of Interest
P08636,Person_08636,50,Rajkot,Witness
P08637,Person_08637,44,Indore,Person of Interest
P08638,Person_08638,35,Vadodara,Suspect
P08639,Person_08639,48,Hyderabad,Suspect
P08640,Person_08640,64,Kolkata,Suspect
P08641,Person_08641,45,Pune,Person of Interest
P08642,Person_08642,22,Delhi,Associate
P08643,Person_08643,32,Surat,Person of Interest
P08644,Person_08644,24,Mumbai,Person of Interest
P08645,Person_08645,33,Bengaluru,Associate
P08646,Person_08646,61,Rajkot,Person of Interest
P08647,Person_08647,32,Surat,Person of Interest
P08648,Person_08648,64,Mumbai,Associate
P08649,Person_08649,58,Delhi,Person of Interest
P08650,Person_08650,37,Surat,Person of Interest
P08651,Person_08651,27,Hyderabad,Suspect
P08652,Person_08652,27,Ahmedabad,Person of Interest
P08653,Person_08653,23,Mumbai,Person of Interest
P08654,Person_08654,34,Delhi,Associate
P08655,Person_08655,47,Hyderabad,Person of Interest
P08656,Person_08656,44,Mumbai,Associate
P08657,Person_08657,38,Mumbai,Associate
P08658,Person_08658,48,Ahmedabad,Witness
P08659,Person_08659,33,Kolkata,Suspect
P08660,Person_08660,57,Delhi,Suspect
P08661,Person_08661,62,Kolkata,Suspect
P08662,Person_08662,33,Mumbai,Person of Interest
P08663,Person_08663,57,Jaipur,Person of Interest
P08664,Person_08664,25,Surat,Suspect
P08665,Person_08665,43,Vadodara,Witness
P08666,Person_08666,50,Mumbai,Suspect
P08667,Person_08667,53,Bengaluru,Person of Interest
P08668,Person_08668,32,Kolkata,Suspect
P08669,Person_08669,61,Delhi,Suspect
P08670,Person_08670,21,Indore,Suspect
P08671,Person_08671,59,Mumbai,Associate
P08672,Person_08672,33,Ahmedabad,Associate
P08673,Person_08673,21,Delhi,Person of Interest
P08674,Person_08674,28,Kolkata,Associate
P08675,Person_08675,52,Vadodara,Suspect
P08676,Person_08676,34,Vadodara,Associate
P08677,Person_08677,42,Vadodara,Suspect
P08678,Person_08678,35,Vadodara,Suspect
P08679,Person_08679,21,Mumbai,Suspect
P08680,Person_08680,44,Vadodara,Suspect
P08681,Person_08681,58,Jaipur,Person of Interest
P08682,Person_08682,37,Vadodara,Person of Interest
P08683,Person_08683,27,Ahmedabad,Suspect
P08684,Person_08684,51,Pune,Person of Interest
P08685,Person_08685,31,Pune,Suspect
P08686,Person_08686,60,Indore,Suspect
P08687,Person_08687,21,Vadodara,Associate
P08688,Person_08688,35,Surat,Associate
P08689,Person_08689,38,Kolkata,Suspect
P08690,Person_08690,44,Rajkot,Suspect
P08691,Person_08691,47,Ahmedabad,Suspect
P08692,Person_08692,64,Kolkata,Suspect
P08693,Person_08693,55,Ahmedabad,Suspect
P08694,Person_08694,52,Surat,Associate
P08695,Person_08695,51,Vadodara,Person of Interest
P08696,Person_08696,32,Rajkot,Suspect
P08697,Person_08697,48,Mumbai,Suspect
P08698,Person_08698,56,Vadodara,Associate
P08699,Person_08699,25,Vadodara,Associate
P08700,Person_08700,57,Kolkata,Suspect
P08701,Person_08701,36,Vadodara,Witness
P08702,Person_08702,56,Kolkata,Suspect
P08703,Person_08703,27,Ahmedabad,Suspect
P08704,Person_08704,41,Pune,Associate
P08705,Person_08705,59,Kolkata,Suspect
